config,file,n,k,alpha,construct_mode,ls_mode,reactive_alphas,reactive_block,sample_size,iterations,time_limit_s,timed_out,max_value,size,feasible,time_s,elements
GRASP_WLS_alpha=0.050000,ruspini.i,75,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-0.647462,3,true,0.693,"19 34 51"
GRASP_WLS_alpha=0.050000,ruspini.i,75,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-0.388371,4,true,1.499,"19 34 51 69"
GRASP_WLS_alpha=0.050000,ruspini.i,75,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-0.308530,5,true,2.422,"19 34 51 69 5"
GRASP_WLS_alpha=0.050000,ruspini.i,75,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-0.271094,6,true,1.840,"40 17 51 69 25 5"
GRASP_WLS_alpha=0.050000,sonar.I,208,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-7.316592,3,true,5.025,"55 113 159"
GRASP_WLS_alpha=0.050000,sonar.I,208,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-7.107490,4,true,7.916,"55 113 159 123"
GRASP_WLS_alpha=0.050000,sonar.I,208,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-6.918122,5,true,10.005,"55 113 157 67 123"
GRASP_WLS_alpha=0.050000,sonar.I,208,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-6.726096,6,true,10.010,"191 113 157 57 132 123"
GRASP_WLS_alpha=0.050000,spherical_4d3c.i,400,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.571057,3,true,10.005,"246 42 362"
GRASP_WLS_alpha=0.050000,spherical_4d3c.i,400,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.349464,4,true,10.019,"208 97 346 129"
GRASP_WLS_alpha=0.050000,spherical_4d3c.i,400,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.325181,5,true,10.018,"168 337 16 219 334"
GRASP_WLS_alpha=0.050000,spherical_4d3c.i,400,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.301601,6,true,10.024,"208 16 390 145 378 139"
GRASP_WLS_alpha=0.050000,synthetic_control.i,600,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-7.105057,3,true,10.027,"2 361 293"
GRASP_WLS_alpha=0.050000,synthetic_control.i,600,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-7.005453,4,true,10.019,"2 361 293 135"
GRASP_WLS_alpha=0.050000,synthetic_control.i,600,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-6.925285,5,true,10.014,"14 361 267 2 135"
GRASP_WLS_alpha=0.050000,synthetic_control.i,600,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-6.860733,6,true,10.064,"14 361 267 2 135 194"
GRASP_WLS_alpha=0.050000,vowel2.i,528,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.813518,3,true,10.023,"54 372 242"
GRASP_WLS_alpha=0.050000,vowel2.i,528,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.709146,4,true,10.021,"135 462 342 292"
GRASP_WLS_alpha=0.050000,vowel2.i,528,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.611489,5,true,10.042,"137 8 144 231 62"
GRASP_WLS_alpha=0.050000,vowel2.i,528,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-0.541699,6,true,10.054,"10 462 104 253 515 156"
GRASP_WLS_alpha=0.050000,wdbc.I,569,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-4.008920,3,true,10.039,"74 433 204"
GRASP_WLS_alpha=0.050000,wdbc.I,569,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-3.856474,4,true,10.036,"488 433 74 229"
GRASP_WLS_alpha=0.050000,wdbc.I,569,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-3.726166,5,true,10.035,"204 433 74 229 545"
GRASP_WLS_alpha=0.050000,wdbc.I,569,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-3.632830,6,true,10.073,"79 2 512 320 6 50"
GRASP_WLS_alpha=0.050000,wine.i,178,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-2.806293,3,true,3.248,"35 148 106"
GRASP_WLS_alpha=0.050000,wine.i,178,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-2.674532,4,true,4.734,"81 174 48 88"
GRASP_WLS_alpha=0.050000,wine.i,178,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-2.571384,5,true,6.875,"81 148 56 88 34"
GRASP_WLS_alpha=0.050000,wine.i,178,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,false,-2.488360,6,true,8.602,"81 148 56 88 34 163"
GRASP_WLS_alpha=0.050000,yeast.i,1484,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-1.856428,3,true,10.162,"910 308 77"
GRASP_WLS_alpha=0.050000,yeast.i,1484,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-1.759042,4,true,10.222,"1082 451 228 983"
GRASP_WLS_alpha=0.050000,yeast.i,1484,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-1.689690,5,true,10.159,"825 599 455 1441 592"
GRASP_WLS_alpha=0.050000,yeast.i,1484,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-1.609079,6,true,10.025,"126 1367 98 77 74 1312"
GRASP_WLS_alpha=0.050000,waveform.I,5000,3,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-4.065077,3,true,10.064,"210 4107 1852"
GRASP_WLS_alpha=0.050000,waveform.I,5000,4,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-3.932585,4,true,14.318,"1260 2516 1563 1852"
GRASP_WLS_alpha=0.050000,waveform.I,5000,5,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-3.789171,5,true,14.160,"1260 2794 3905 1072 4275"
GRASP_WLS_alpha=0.050000,waveform.I,5000,6,0.0500,STANDARD,BEST_IMPROVING,"",,,10000,10,true,-3.701555,6,true,18.188,"1260 3582 2218 1072 4275 1563"
