config,file,n,k,alpha,construct_mode,ls_mode,reactive_alphas,reactive_block,sample_size,iterations,time_limit_s,timed_out,max_value,size,feasible,time_s,time_to_solution_s,elements
GRASP_POP_alpha=0.050000,numbers2.i,540,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.779784,3,true,10025,173,354 220 501
GRASP_WLS_alpha=0.050000,numbers2.i,540,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.791679,3,true,10011,8014,183 98 496
GRASP_alpha=0.050000,numbers2.i,540,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.601609,4,true,300,300,349 98 239 497
GRASP_FI_alpha=0.050000,numbers2.i,540,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.601609,4,true,1148,1148,239 98 349 497
RPG_p=20,numbers2.i,540,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.601609,4,true,373,373,349 239 98 497
GRASP_POP_alpha=0.050000,numbers2.i,540,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.601609,4,true,332,332,98 239 497 349
GRASP_WLS_alpha=0.050000,numbers2.i,540,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.640291,4,true,10016,10016,191 100 463 366
GRASP_alpha=0.050000,numbers2.i,540,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.525319,5,true,500,500,284 98 495 187 348
GRASP_FI_alpha=0.050000,numbers2.i,540,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.525319,5,true,1980,1980,98 284 348 495 187
RPG_p=20,numbers2.i,540,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.525319,5,true,596,596,98 284 495 187 348
GRASP_POP_alpha=0.050000,numbers2.i,540,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.526007,5,true,10038,631,98 349 239 396 472
GRASP_WLS_alpha=0.050000,numbers2.i,540,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.526676,5,true,10035,1496,190 99 494 351 309
GRASP_alpha=0.050000,numbers2.i,540,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.448407,6,true,761,761,473 284 450 187 348 98
GRASP_FI_alpha=0.050000,numbers2.i,540,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.448407,6,true,2319,2319,284 98 348 450 473 187
RPG_p=20,numbers2.i,540,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.448407,6,true,845,845,98 284 450 348 473 187
GRASP_POP_alpha=0.050000,numbers2.i,540,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.448407,6,true,756,756,98 284 348 187 473 450
GRASP_WLS_alpha=0.050000,numbers2.i,540,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.459145,6,true,10005,6912,189 106 408 352 306 516
GRASP_alpha=0.050000,numbers2.i,540,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.170534,20,true,21881,21881,80 266 106 210 308 328 125 242 498 60 47 477 27 439 171 149 395 424 8 356
GRASP_FI_alpha=0.050000,numbers2.i,540,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.171682,20,true,23972,23972,47 80 106 125 60 149 8 242 266 308 319 330 356 396 424 477 498 27 171 210
RPG_p=20,numbers2.i,540,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.170534,20,true,22752,22752,266 328 242 424 125 8 106 149 171 60 27 439 498 477 308 210 47 356 395 80
GRASP_POP_alpha=0.050000,numbers2.i,540,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.170534,20,true,19786,19786,356 328 125 477 149 308 47 60 171 424 27 210 439 266 8 498 395 80 242 106
GRASP_WLS_alpha=0.050000,numbers2.i,540,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.182453,20,true,10468,1858,459 93 505 307 356 396 209 327 49 175 523 123 12 242 69 263 26 416 163 439
GRASP_alpha=0.050000,numbers2.i,540,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.143039,25,true,38909,38909,529 47 330 319 106 125 27 149 424 291 306 60 80 266 157 201 498 242 356 206 8 439 210 395 514
GRASP_FI_alpha=0.050000,numbers2.i,540,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.143614,25,true,30604,30604,306 47 194 266 319 16 27 60 80 106 125 149 164 210 242 291 330 356 395 424 439 498 514 529 5
RPG_p=20,numbers2.i,540,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.143323,25,true,32001,32001,47 27 477 424 212 125 80 330 201 266 233 16 498 356 439 149 60 250 291 306 5 170 319 395 106
GRASP_POP_alpha=0.050000,numbers2.i,540,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.142911,25,true,32987,32987,356 106 47 424 439 266 27 477 60 149 242 125 498 210 395 80 157 330 206 5 306 291 201 319 16
GRASP_WLS_alpha=0.050000,numbers2.i,540,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.151764,25,true,10308,2472,184 108 465 358 310 393 138 342 243 519 45 172 63 123 269 78 210 4 421 398 319 200 140 532 27
GRASP_alpha=0.050000,outliers.i,131,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.732283,3,true,12,12,117 113 124
GRASP_FI_alpha=0.050000,outliers.i,131,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.732283,3,true,45,45,113 117 124
RPG_p=20,outliers.i,131,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.732283,3,true,17,17,124 117 113
GRASP_POP_alpha=0.050000,outliers.i,131,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.732283,3,true,38,38,113 117 124
GRASP_WLS_alpha=0.050000,outliers.i,131,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.736748,3,true,4380,208,117 61 113
GRASP_alpha=0.050000,outliers.i,131,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.636728,4,true,46,46,117 112 129 57
GRASP_FI_alpha=0.050000,outliers.i,131,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.636728,4,true,125,125,129 57 112 117
RPG_p=20,outliers.i,131,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.636728,4,true,23,23,112 129 57 117
GRASP_POP_alpha=0.050000,outliers.i,131,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.636728,4,true,20,20,117 57 129 112
GRASP_WLS_alpha=0.050000,outliers.i,131,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.639535,4,true,7644,1280,130 117 48 76
GRASP_alpha=0.050000,outliers.i,131,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.576095,5,true,65,65,57 117 48 2 126
GRASP_FI_alpha=0.050000,outliers.i,131,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.576095,5,true,50,50,48 2 117 126 57
RPG_p=20,outliers.i,131,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.576095,5,true,158,158,126 117 57 48 2
GRASP_POP_alpha=0.050000,outliers.i,131,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.576095,5,true,44,44,57 117 126 48 2
GRASP_WLS_alpha=0.050000,outliers.i,131,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.580501,5,true,10002,1323,112 53 129 70 76
GRASP_alpha=0.050000,outliers.i,131,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.518422,6,true,86,86,57 60 67 65 48 2
GRASP_FI_alpha=0.050000,outliers.i,131,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.518422,6,true,24,24,2 48 57 60 65 67
RPG_p=20,outliers.i,131,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.518422,6,true,68,68,67 60 48 2 57 65
GRASP_POP_alpha=0.050000,outliers.i,131,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.518422,6,true,52,52,48 2 57 67 65 60
GRASP_WLS_alpha=0.050000,outliers.i,131,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.520629,6,true,10005,8222,73 60 48 67 57 2
GRASP_alpha=0.050000,outliers.i,131,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.220762,20,true,2609,2609,69 14 103 106 105 104 128 87 0 24 4 113 101 121 84 115 90 107 89 77
GRASP_FI_alpha=0.050000,outliers.i,131,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.220762,20,true,485,485,89 104 105 106 113 87 103 77 115 0 4 14 69 101 24 107 84 90 121 128
RPG_p=20,outliers.i,131,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.220762,20,true,2420,2420,104 115 105 106 103 69 107 0 24 113 4 128 87 121 101 14 84 90 89 77
GRASP_POP_alpha=0.050000,outliers.i,131,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.222158,20,true,10993,4968,104 48 105 106 16 50 103 0 6 87 24 84 101 69 107 121 128 90 89 77
GRASP_WLS_alpha=0.050000,outliers.i,131,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.226694,20,true,10022,3152,24 128 113 56 0 49 120 69 105 106 104 110 78 94 107 103 84 4 50 88
GRASP_alpha=0.050000,outliers.i,131,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.186668,25,true,1285,1285,0 69 105 104 106 121 103 101 84 14 74 40 116 93 24 108 128 77 57 113 4 50 71 85 126
GRASP_FI_alpha=0.050000,outliers.i,131,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.186938,25,true,10713,5182,116 103 105 106 14 24 104 50 128 0 40 35 69 77 84 85 93 57 101 113 120 74 108 126 4
RPG_p=20,outliers.i,131,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.186668,25,true,6423,6423,40 113 0 104 105 106 24 126 4 103 69 84 93 101 85 74 77 71 108 128 121 57 14 116 50
GRASP_POP_alpha=0.050000,outliers.i,131,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.189182,25,true,10976,2873,104 105 106 14 103 82 50 24 69 101 121 116 113 3 77 74 71 108 78 40 57 93 44 128 126
GRASP_WLS_alpha=0.050000,outliers.i,131,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.190021,25,true,10020,3256,73 60 113 69 89 0 49 121 104 105 106 130 101 77 24 74 103 50 4 93 84 14 85 96 71
GRASP_alpha=0.050000,pib100.i,100,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.254521,3,true,4,4,5 77 33
GRASP_FI_alpha=0.050000,pib100.i,100,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.254249,3,true,5,5,28 74 3
RPG_p=20,pib100.i,100,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.254249,3,true,5,5,3 75 28
GRASP_POP_alpha=0.050000,pib100.i,100,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.254249,3,true,7,7,74 3 28
GRASP_WLS_alpha=0.050000,pib100.i,100,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.254249,3,true,4114,1438,28 75 3
GRASP_alpha=0.050000,pib100.i,100,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.177187,4,true,8,8,3 78 41 15
GRASP_FI_alpha=0.050000,pib100.i,100,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.177187,4,true,10,10,41 2 15 78
RPG_p=20,pib100.i,100,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.177186,4,true,7,7,3 42 15 79
GRASP_POP_alpha=0.050000,pib100.i,100,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.177187,4,true,9,9,3 78 41 15
GRASP_WLS_alpha=0.050000,pib100.i,100,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.177187,4,true,8152,4256,79 15 2 41
GRASP_alpha=0.050000,pib100.i,100,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.125106,5,true,17,17,8 2 78 41 18
GRASP_FI_alpha=0.050000,pib100.i,100,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.125105,5,true,27,27,2 8 18 42 79
RPG_p=20,pib100.i,100,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.125105,5,true,12,12,42 8 2 18 79
GRASP_POP_alpha=0.050000,pib100.i,100,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.125106,5,true,16,16,2 41 78 18 8
GRASP_WLS_alpha=0.050000,pib100.i,100,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.125142,5,true,5191,51,79 18 3 41 8
GRASP_alpha=0.050000,pib100.i,100,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.102070,6,true,18,18,8 35 18 55 82 2
GRASP_FI_alpha=0.050000,pib100.i,100,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.102070,6,true,22,22,2 18 8 35 55 82
RPG_p=20,pib100.i,100,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.102070,6,true,17,17,18 55 35 8 82 2
GRASP_POP_alpha=0.050000,pib100.i,100,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.104294,6,true,22,22,19 41 8 78 0 3
GRASP_WLS_alpha=0.050000,pib100.i,100,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.102358,6,true,10002,4776,35 83 8 3 19 56
GRASP_alpha=0.050000,pib100.i,100,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.020195,20,true,238,238,9 3 1 65 5 13 23 11 4 7 97 58 47 86 42 52 35 28 75 18
GRASP_FI_alpha=0.050000,pib100.i,100,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.020416,20,true,201,201,52 10 2 24 0 5 44 13 28 7 4 11 96 6 18 35 65 57 75 86
RPG_p=20,pib100.i,100,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.020195,20,true,217,217,5 4 0 11 8 3 13 24 57 35 96 9 47 66 87 29 52 18 42 75
GRASP_POP_alpha=0.050000,pib100.i,100,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.020478,20,true,265,265,0 35 8 65 3 18 23 5 13 28 11 55 4 9 6 87 42 48 96 75
GRASP_WLS_alpha=0.050000,pib100.i,100,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.020194,20,true,10008,2180,42 4 87 13 8 1 59 18 29 67 3 53 24 5 35 74 11 97 9 47
GRASP_alpha=0.050000,pib100.i,100,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.014150,25,true,315,315,47 9 84 3 20 0 6 52 13 23 97 4 11 75 8 17 57 5 1 28 91 35 67 61 42
GRASP_FI_alpha=0.050000,pib100.i,100,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.014247,25,true,273,273,67 13 3 8 86 0 29 6 24 11 4 9 48 61 5 1 21 41 17 35 44 52 57 75 96
RPG_p=20,pib100.i,100,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.014348,25,true,410,410,47 5 34 61 0 4 7 24 3 10 28 42 6 1 87 11 20 13 67 52 37 57 97 75 17
GRASP_POP_alpha=0.050000,pib100.i,100,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.014232,25,true,572,572,8 86 0 3 24 4 11 9 48 5 35 13 42 96 28 75 67 59 6 1 62 20 57 52 17
GRASP_WLS_alpha=0.050000,pib100.i,100,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.014369,25,true,10006,4315,88 27 7 2 52 17 1 42 67 13 24 5 35 10 74 4 95 59 11 47 6 0 62 20 56
GRASP_alpha=0.050000,ruspini.i,75,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.598321,3,true,8,8,31 51 17
GRASP_FI_alpha=0.050000,ruspini.i,75,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.598321,3,true,5,5,51 17 31
RPG_p=20,ruspini.i,75,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.598321,3,true,4,4,31 51 17
GRASP_POP_alpha=0.050000,ruspini.i,75,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.598321,3,true,3,3,17 31 51
GRASP_WLS_alpha=0.050000,ruspini.i,75,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.647462,3,true,1779,147,19 34 51
GRASP_alpha=0.050000,ruspini.i,75,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.318706,4,true,4,4,9 31 51 69
GRASP_FI_alpha=0.050000,ruspini.i,75,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.318706,4,true,4,4,9 31 51 69
RPG_p=20,ruspini.i,75,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.318706,4,true,4,4,31 9 69 51
GRASP_POP_alpha=0.050000,ruspini.i,75,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.318706,4,true,5,5,31 9 51 69
GRASP_WLS_alpha=0.050000,ruspini.i,75,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.388371,4,true,2170,39,19 34 51 69
GRASP_alpha=0.050000,ruspini.i,75,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.287457,5,true,7,7,5 51 15 31 69
GRASP_FI_alpha=0.050000,ruspini.i,75,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.287457,5,true,3,3,69 31 5 15 51
RPG_p=20,ruspini.i,75,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.287457,5,true,6,6,15 5 69 31 51
GRASP_POP_alpha=0.050000,ruspini.i,75,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.290803,5,true,10002,6,31 9 51 69 46
GRASP_WLS_alpha=0.050000,ruspini.i,75,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.308530,5,true,3556,299,19 34 51 69 5
GRASP_alpha=0.050000,ruspini.i,75,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.256593,6,true,15,15,26 5 37 51 69 15
GRASP_FI_alpha=0.050000,ruspini.i,75,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.256593,6,true,31,31,69 5 15 37 26 51
RPG_p=20,ruspini.i,75,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.256593,6,true,21,21,69 5 37 15 51 26
GRASP_POP_alpha=0.050000,ruspini.i,75,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.259555,6,true,10002,8,31 51 69 5 15 46
GRASP_WLS_alpha=0.050000,ruspini.i,75,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.271094,6,true,3812,69,40 17 69 51 25 5
GRASP_alpha=0.050000,ruspini.i,75,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.108253,20,true,1070,1070,15 51 21 65 46 2 11 41 58 8 26 54 38 31 43 72 68 64 7 44
GRASP_FI_alpha=0.050000,ruspini.i,75,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.108253,20,true,280,280,38 51 9 46 58 15 2 41 65 21 7 31 44 54 11 43 26 68 72 64
RPG_p=20,ruspini.i,75,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.108253,20,true,1999,1999,15 65 21 2 68 31 7 11 41 43 58 73 8 38 64 46 44 51 54 26
GRASP_POP_alpha=0.050000,ruspini.i,75,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.108253,20,true,1615,1615,46 15 26 65 11 31 2 68 21 41 43 58 38 7 51 54 73 9 44 64
GRASP_WLS_alpha=0.050000,ruspini.i,75,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.109248,20,true,10001,2138,19 38 51 64 9 21 46 58 15 2 31 41 68 65 7 44 55 26 11 73
GRASP_alpha=0.050000,ruspini.i,75,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.087728,25,true,808,808,40 14 31 46 21 65 11 2 44 42 26 58 72 6 18 9 38 43 51 63 36 54 70 60 7
GRASP_FI_alpha=0.050000,ruspini.i,75,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.087728,25,true,1518,1518,40 14 31 44 21 65 51 11 46 2 41 26 73 6 18 9 38 43 67 7 36 58 54 70 60
RPG_p=20,ruspini.i,75,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.087728,25,true,2971,2971,36 63 7 70 46 14 65 41 11 43 2 58 8 38 72 60 18 21 44 31 40 54 51 26 6
GRASP_POP_alpha=0.050000,ruspini.i,75,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.087907,25,true,10120,202,46 15 65 31 21 11 2 41 43 26 58 73 9 38 51 54 7 44 36 40 19 67 6 70 60
GRASP_WLS_alpha=0.050000,ruspini.i,75,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.088444,25,true,10003,1771,19 42 66 51 31 9 46 21 58 15 65 2 38 7 44 55 26 11 72 40 67 43 74 36 60
GRASP_alpha=0.050000,sonar.I,208,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-7.316592,3,true,13,13,113 159 55
GRASP_FI_alpha=0.050000,sonar.I,208,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-7.316592,3,true,11,11,113 159 55
RPG_p=20,sonar.I,208,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-7.316592,3,true,20,20,113 159 55
GRASP_POP_alpha=0.050000,sonar.I,208,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-7.316592,3,true,18,18,113 159 55
GRASP_WLS_alpha=0.050000,sonar.I,208,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-7.316592,3,true,10002,232,55 113 159
GRASP_alpha=0.050000,sonar.I,208,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-7.107490,4,true,25,25,159 123 55 113
GRASP_FI_alpha=0.050000,sonar.I,208,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-7.107490,4,true,51,51,55 113 123 159
RPG_p=20,sonar.I,208,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-7.107490,4,true,55,55,159 123 55 113
GRASP_POP_alpha=0.050000,sonar.I,208,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-7.116430,4,true,10016,30,113 57 157 191
GRASP_WLS_alpha=0.050000,sonar.I,208,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-7.107490,4,true,10001,254,123 55 159 113
GRASP_alpha=0.050000,sonar.I,208,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-6.918122,5,true,349,349,113 55 123 157 67
GRASP_FI_alpha=0.050000,sonar.I,208,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-6.918122,5,true,201,201,55 113 123 157 67
RPG_p=20,sonar.I,208,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-6.918122,5,true,123,123,157 113 55 67 123
GRASP_POP_alpha=0.050000,sonar.I,208,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-6.918801,5,true,10030,49,113 57 157 191 132
GRASP_WLS_alpha=0.050000,sonar.I,208,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-6.918122,5,true,10002,626,123 55 157 113 67
GRASP_alpha=0.050000,sonar.I,208,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-6.726096,6,true,107,107,123 57 132 157 113 191
GRASP_FI_alpha=0.050000,sonar.I,208,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-6.726096,6,true,141,141,113 123 57 157 191 132
RPG_p=20,sonar.I,208,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-6.726096,6,true,120,120,113 132 157 123 57 191
GRASP_POP_alpha=0.050000,sonar.I,208,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-6.726096,6,true,122,122,113 123 157 132 57 191
GRASP_WLS_alpha=0.050000,sonar.I,208,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-6.726096,6,true,10003,3397,191 113 157 57 123 132
GRASP_alpha=0.050000,sonar.I,208,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-5.388412,20,true,10536,4214,113 67 132 185 141 126 198 190 146 83 168 48 157 58 41 72 76 121 98 89
GRASP_FI_alpha=0.050000,sonar.I,208,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-5.387525,20,true,10916,5251,157 132 126 185 141 198 83 140 155 53 76 89 107 67 58 41 72 170 189 121
RPG_p=20,sonar.I,208,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-5.387525,20,true,11353,2217,53 126 141 185 72 58 83 140 198 132 107 41 157 170 189 89 121 155 76 67
GRASP_POP_alpha=0.050000,sonar.I,208,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-5.388412,20,true,10478,1268,113 185 132 157 67 126 141 198 76 190 89 121 83 72 146 48 98 168 58 41
GRASP_WLS_alpha=0.050000,sonar.I,208,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-5.404590,20,true,10013,2247,190 113 157 57 132 121 198 66 126 185 141 72 89 76 169 140 83 48 55 98
GRASP_alpha=0.050000,sonar.I,208,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-5.085879,25,true,2800,2800,185 141 132 126 66 198 189 76 146 83 157 48 98 147 155 102 97 107 168 58 41 72 89 121 55
GRASP_FI_alpha=0.050000,sonar.I,208,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-5.085879,25,true,1823,1823,157 132 185 141 198 126 89 146 83 98 155 147 48 66 76 97 102 107 168 58 41 72 189 55 121
RPG_p=20,sonar.I,208,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-5.085879,25,true,3289,3289,157 89 66 140 83 126 185 102 189 141 97 132 168 98 198 147 155 76 107 48 121 58 41 72 55
GRASP_POP_alpha=0.050000,sonar.I,208,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-5.085879,25,true,8814,8814,157 132 121 185 126 141 198 89 76 140 83 48 98 168 58 41 72 147 155 102 97 107 189 55 66
GRASP_WLS_alpha=0.050000,sonar.I,208,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-5.123060,25,true,10023,407,121 190 106 157 57 126 132 66 198 185 141 69 155 89 83 76 170 146 53 98 165 147 102 138 97
