config,file,n,k,alpha,construct_mode,ls_mode,reactive_alphas,reactive_block,sample_size,iterations,time_limit_s,timed_out,max_value,size,feasible,time_s,time_to_solution_s,elements
GRASP_WLS_alpha=0.050000,Prima_Indians.i,569,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.996807,5,true,10019,9610,122 337 95 334 493
GRASP_alpha=0.050000,Prima_Indians.i,569,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.900451,6,true,10038,886,224 261 95 122 337 147
GRASP_FI_alpha=0.050000,Prima_Indians.i,569,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.900451,6,true,10295,573,147 95 122 224 261 337
RPG_p=20,Prima_Indians.i,569,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.900451,6,true,10905,3202,95 122 224 261 337 147
GRASP_POP_alpha=0.050000,Prima_Indians.i,569,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.900451,6,true,10362,805,95 147 261 337 224 122
GRASP_WLS_alpha=0.050000,Prima_Indians.i,569,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.919871,6,true,10061,277,85 116 353 499 147 347
GRASP_alpha=0.050000,Prima_Indians.i,569,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.453213,20,true,15409,15409,305 493 93 480 292 134 568 516 553 562 15 329 507 143 167 281 266 179 133 494
GRASP_FI_alpha=0.050000,Prima_Indians.i,569,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.448499,20,true,17422,17422,493 480 93 516 292 329 562 15 143 167 266 179 420 326 494 553 568 340 134 281
RPG_p=20,Prima_Indians.i,569,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.450593,20,true,24476,24476,568 493 329 420 494 562 553 292 224 93 266 168 143 281 480 326 516 26 251 15
GRASP_POP_alpha=0.050000,Prima_Indians.i,569,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.453117,20,true,11362,11362,147 261 224 441 305 494 93 480 152 329 568 127 167 281 143 516 370 124 133 26
GRASP_WLS_alpha=0.050000,Prima_Indians.i,569,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.470584,20,true,10008,6587,85 61 197 95 147 261 37 93 244 441 494 167 152 562 329 409 179 515 281 224
GRASP_alpha=0.050000,Prima_Indians.i,569,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.374570,25,true,30363,30363,147 278 152 133 153 134 143 263 420 370 568 329 553 168 53 480 281 26 494 266 562 326 340 15 351
GRASP_FI_alpha=0.050000,Prima_Indians.i,569,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.376614,25,true,11538,11537,568 329 93 480 281 494 292 516 562 383 133 420 26 85 127 15 143 152 153 168 266 340 351 553 134
RPG_p=20,Prima_Indians.i,569,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.373437,25,true,41362,41362,480 329 281 143 147 93 133 568 153 562 433 370 152 516 326 420 553 168 179 340 134 15 494 283 266
GRASP_POP_alpha=0.050000,Prima_Indians.i,569,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.376241,25,true,17670,17670,329 224 480 93 441 281 568 292 127 516 133 138 143 496 494 179 192 541 562 383 153 420 152 266 15
GRASP_WLS_alpha=0.050000,Prima_Indians.i,569,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.391658,25,true,10357,6137,167 85 281 334 147 261 244 560 329 562 60 480 41 152 568 93 158 143 516 420 340 370 138 133 468
GRASP_alpha=0.050000,SPRDESP.I,645,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.684992,3,true,325,325,309 567 135
GRASP_FI_alpha=0.050000,SPRDESP.I,645,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.684992,3,true,184,184,135 309 567
RPG_p=20,SPRDESP.I,645,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.684992,3,true,229,229,309 567 135
GRASP_POP_alpha=0.050000,SPRDESP.I,645,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.684992,3,true,430,430,135 309 567
GRASP_WLS_alpha=0.050000,SPRDESP.I,645,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.694307,3,true,10021,2878,405 526 379
GRASP_alpha=0.050000,SPRDESP.I,645,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.619367,4,true,2085,2085,567 162 625 216
GRASP_FI_alpha=0.050000,SPRDESP.I,645,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.619367,4,true,470,470,162 567 625 216
RPG_p=20,SPRDESP.I,645,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.619367,4,true,2042,2042,567 162 625 216
GRASP_POP_alpha=0.050000,SPRDESP.I,645,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.622851,4,true,10663,1446,86 468 516 641
GRASP_WLS_alpha=0.050000,SPRDESP.I,645,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.630815,4,true,10052,1528,33 484 310 15
GRASP_alpha=0.050000,SPRDESP.I,645,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.564024,5,true,10459,10459,282 609 75 503 296
GRASP_FI_alpha=0.050000,SPRDESP.I,645,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.563516,5,true,1330,1330,165 109 189 567 34
RPG_p=20,SPRDESP.I,645,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.563516,5,true,5851,5851,34 165 567 189 109
GRASP_POP_alpha=0.050000,SPRDESP.I,645,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.564024,5,true,10656,1670,282 75 296 609 503
GRASP_WLS_alpha=0.050000,SPRDESP.I,645,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.572120,5,true,10045,3155,77 101 409 67 371
GRASP_alpha=0.050000,SPRDESP.I,645,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.511785,6,true,11333,6466,469 466 34 247 92 427
GRASP_FI_alpha=0.050000,SPRDESP.I,645,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.511785,6,true,12049,1359,92 34 427 466 469 247
RPG_p=20,SPRDESP.I,645,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.511785,6,true,11433,1971,466 34 469 247 92 427
GRASP_POP_alpha=0.050000,SPRDESP.I,645,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.517033,6,true,10217,2755,334 327 216 466 11 440
GRASP_WLS_alpha=0.050000,SPRDESP.I,645,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.518300,6,true,10005,7754,76 165 448 65 216 466
GRASP_alpha=0.050000,SPRDESP.I,645,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.269942,20,true,29331,29331,493 125 295 452 113 461 436 349 388 286 393 115 435 618 225 471 555 417 490 464
GRASP_FI_alpha=0.050000,SPRDESP.I,645,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.269699,20,true,22548,22548,526 295 5 39 94 113 115 151 251 286 349 388 393 417 435 452 493 555 618 639
RPG_p=20,SPRDESP.I,645,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.269699,20,true,34694,34694,526 493 39 115 393 251 295 388 94 435 151 113 555 618 5 286 639 349 452 417
GRASP_POP_alpha=0.050000,SPRDESP.I,645,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.270757,20,true,30119,30119,295 286 94 466 115 618 113 322 490 5 417 582 251 393 555 399 452 151 526 39
GRASP_WLS_alpha=0.050000,SPRDESP.I,645,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.281595,20,true,10593,6841,465 229 328 152 125 76 38 108 632 528 347 357 42 481 437 466 258 642 151 530
GRASP_alpha=0.050000,SPRDESP.I,645,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.239503,25,true,67613,67613,295 580 490 581 608 599 388 393 399 115 435 555 225 272 24 358 481 8 530 493 618 425 318 494 420
GRASP_FI_alpha=0.050000,SPRDESP.I,645,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.239824,25,true,40118,40118,388 295 481 530 8 24 115 225 272 318 349 390 425 358 435 436 454 256 461 493 555 580 581 618 636
RPG_p=20,SPRDESP.I,645,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.241445,25,true,60865,60865,599 379 435 399 618 409 295 471 380 388 76 425 534 113 15 555 148 376 493 106 452 530 390 12 368
GRASP_POP_alpha=0.050000,SPRDESP.I,645,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.240420,25,true,68557,68557,39 5 295 435 115 493 286 618 393 388 582 490 8 581 24 481 277 349 50 530 608 463 244 522 272
GRASP_WLS_alpha=0.050000,SPRDESP.I,645,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.249340,25,true,10222,10222,456 425 413 548 397 8 448 418 357 5 295 277 514 338 610 409 561 618 198 49 269 459 349 530 241
GRASP_alpha=0.050000,TRIPADVISOR.I,980,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.613866,3,true,637,637,619 590 77
GRASP_FI_alpha=0.050000,TRIPADVISOR.I,980,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.613866,3,true,366,366,619 590 77
RPG_p=20,TRIPADVISOR.I,980,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-2.613866,3,true,439,439,619 77 590
GRASP_POP_alpha=0.050000,TRIPADVISOR.I,980,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-2.613866,3,true,679,679,77 619 590
GRASP_WLS_alpha=0.050000,TRIPADVISOR.I,980,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.636837,3,true,10057,1047,757 845 619
GRASP_alpha=0.050000,TRIPADVISOR.I,980,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.494941,4,true,727,727,512 619 582 77
GRASP_FI_alpha=0.050000,TRIPADVISOR.I,980,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.494941,4,true,843,843,619 582 77 512
RPG_p=20,TRIPADVISOR.I,980,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-2.494941,4,true,1101,1101,582 77 619 512
GRASP_POP_alpha=0.050000,TRIPADVISOR.I,980,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-2.494941,4,true,1074,1074,619 582 77 512
GRASP_WLS_alpha=0.050000,TRIPADVISOR.I,980,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.504466,4,true,10051,4815,967 149 619 56
GRASP_alpha=0.050000,TRIPADVISOR.I,980,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.414471,5,true,8248,8248,590 619 929 56 956
GRASP_FI_alpha=0.050000,TRIPADVISOR.I,980,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.414471,5,true,7258,7258,619 929 56 590 956
RPG_p=20,TRIPADVISOR.I,980,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-2.414471,5,true,2348,2348,619 56 929 590 956
GRASP_POP_alpha=0.050000,TRIPADVISOR.I,980,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-2.420384,5,true,11219,2544,619 77 582 929 578
GRASP_WLS_alpha=0.050000,TRIPADVISOR.I,980,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.421817,5,true,10099,7420,582 57 77 619 929
GRASP_alpha=0.050000,TRIPADVISOR.I,980,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.353944,6,true,11234,4044,619 956 199 56 929 590
GRASP_FI_alpha=0.050000,TRIPADVISOR.I,980,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.350008,6,true,4441,4441,619 56 578 749 929 956
RPG_p=20,TRIPADVISOR.I,980,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-2.352559,6,true,13094,3145,56 149 929 976 619 578
GRASP_POP_alpha=0.050000,TRIPADVISOR.I,980,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-2.353944,6,true,10181,4998,619 590 929 56 956 199
GRASP_WLS_alpha=0.050000,TRIPADVISOR.I,980,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.357131,6,true,10008,5585,578 59 619 77 929 976
GRASP_alpha=0.050000,TRIPADVISOR.I,980,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.937090,20,true,43018,43018,590 199 578 937 70 765 400 12 630 6 828 227 45 686 651 549 882 570 458 188
GRASP_FI_alpha=0.050000,TRIPADVISOR.I,980,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.938177,20,true,35162,35162,929 578 765 582 630 6 2 12 199 227 131 458 548 549 570 614 651 654 45 527
RPG_p=20,TRIPADVISOR.I,980,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.938028,20,true,62757,62757,901 924 578 549 765 929 651 630 227 316 199 6 686 527 882 188 937 570 922 464
GRASP_POP_alpha=0.050000,TRIPADVISOR.I,980,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.943691,20,true,36565,36565,199 929 578 582 160 630 12 458 570 548 878 339 961 732 651 937 574 654 679 326
GRASP_WLS_alpha=0.050000,TRIPADVISOR.I,980,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.965794,20,true,11850,3862,8 245 458 619 149 922 199 929 924 578 92 932 499 869 630 654 45 6 814 227
GRASP_alpha=0.050000,TRIPADVISOR.I,980,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.862147,25,true,71720,71720,56 956 922 227 578 765 527 582 654 12 6 45 882 710 50 215 570 686 929 630 724 829 88 326 70
GRASP_FI_alpha=0.050000,TRIPADVISOR.I,980,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.857143,25,true,57222,57222,929 570 958 614 765 6 828 548 924 227 630 45 326 582 2 458 400 401 574 88 693 724 429 829 937
RPG_p=20,TRIPADVISOR.I,980,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.860350,25,true,109402,109402,265 549 56 967 227 882 12 651 630 45 765 578 937 654 70 88 570 686 929 749 6 858 574 829 326
GRASP_POP_alpha=0.050000,TRIPADVISOR.I,980,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.856510,25,true,86724,86724,227 578 765 686 924 6 828 882 630 549 651 570 45 937 845 458 326 929 829 527 88 732 57 853 614
GRASP_WLS_alpha=0.050000,TRIPADVISOR.I,980,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.889712,25,true,11413,5827,839 590 77 619 686 226 578 937 400 56 339 765 630 426 710 190 584 924 882 651 929 326 444 274 535
GRASP_alpha=0.050000,Uniform400.i,400,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.796168,3,true,167,167,138 286 369
GRASP_FI_alpha=0.050000,Uniform400.i,400,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.796168,3,true,165,165,369 138 286
RPG_p=20,Uniform400.i,400,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.796168,3,true,81,81,369 286 138
GRASP_POP_alpha=0.050000,Uniform400.i,400,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.796168,3,true,266,266,369 138 286
GRASP_WLS_alpha=0.050000,Uniform400.i,400,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.857143,3,true,10015,8482,386 60 259
GRASP_alpha=0.050000,Uniform400.i,400,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.655958,4,true,219,219,150 259 33 377
GRASP_FI_alpha=0.050000,Uniform400.i,400,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.655958,4,true,186,186,33 150 259 377
RPG_p=20,Uniform400.i,400,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.655958,4,true,416,416,33 259 150 377
GRASP_POP_alpha=0.050000,Uniform400.i,400,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.655958,4,true,483,483,33 150 259 377
GRASP_WLS_alpha=0.050000,Uniform400.i,400,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.713966,4,true,10011,5843,296 286 150 3
GRASP_alpha=0.050000,Uniform400.i,400,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.597190,5,true,1046,1046,259 150 47 152 56
GRASP_FI_alpha=0.050000,Uniform400.i,400,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.597190,5,true,370,370,259 150 56 152 47
RPG_p=20,Uniform400.i,400,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.597190,5,true,787,787,150 259 47 152 56
GRASP_POP_alpha=0.050000,Uniform400.i,400,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.597190,5,true,608,608,259 150 47 152 56
GRASP_WLS_alpha=0.050000,Uniform400.i,400,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.611353,5,true,10011,5453,296 184 150 3 350
GRASP_alpha=0.050000,Uniform400.i,400,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.543466,6,true,755,755,103 165 123 86 163 281
GRASP_FI_alpha=0.050000,Uniform400.i,400,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.543466,6,true,328,328,86 103 123 165 163 281
RPG_p=20,Uniform400.i,400,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.543466,6,true,2181,2181,165 103 123 86 163 281
GRASP_POP_alpha=0.050000,Uniform400.i,400,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.543466,6,true,3181,3181,86 103 165 163 123 281
GRASP_WLS_alpha=0.050000,Uniform400.i,400,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.557364,6,true,10033,1994,94 198 165 263 132 115
GRASP_alpha=0.050000,Uniform400.i,400,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.268275,20,true,11544,11544,181 159 172 323 20 73 395 340 200 212 70 255 110 267 220 361 397 254 142 177
GRASP_FI_alpha=0.050000,Uniform400.i,400,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.267023,20,true,10029,10029,20 358 30 125 153 198 210 212 142 238 70 172 255 267 340 355 110 159 372 106
RPG_p=20,Uniform400.i,400,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.269522,20,true,12680,12680,123 127 220 159 20 397 299 255 340 70 267 48 187 181 110 73 215 372 300 158
GRASP_POP_alpha=0.050000,Uniform400.i,400,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.268469,20,true,15891,15891,267 159 340 20 355 70 255 323 187 358 127 184 110 254 148 268 1 238 106 125
GRASP_WLS_alpha=0.050000,Uniform400.i,400,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.279510,20,true,10014,10014,94 37 271 399 200 319 152 360 254 381 346 43 261 20 244 42 300 358 103 215
GRASP_alpha=0.050000,Uniform400.i,400,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.235284,25,true,23222,23222,350 340 338 20 152 255 165 181 325 358 205 210 355 396 159 54 330 172 212 273 286 323 80 261 380
GRASP_FI_alpha=0.050000,Uniform400.i,400,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.235408,25,true,14187,14187,325 341 20 48 45 70 139 177 181 186 212 110 267 273 330 356 358 152 368 360 397 200 195 85 142
RPG_p=20,Uniform400.i,400,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.237020,25,true,16862,16862,227 115 152 198 172 80 355 212 106 205 359 273 181 139 192 338 20 384 362 340 372 210 396 159 267
GRASP_POP_alpha=0.050000,Uniform400.i,400,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.237092,25,true,22201,22201,254 20 255 355 340 286 54 358 238 395 323 106 85 80 165 181 172 212 350 360 103 338 205 261 380
GRASP_WLS_alpha=0.050000,Uniform400.i,400,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.246158,25,true,10449,8104,258 318 257 153 47 191 68 61 1 271 316 306 207 303 358 140 43 330 142 127 36 80 217 186 385
GRASP_alpha=0.050000,Uniform700.i,700,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.782995,3,true,459,459,302 327 173
GRASP_FI_alpha=0.050000,Uniform700.i,700,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.782995,3,true,223,223,173 302 327
RPG_p=20,Uniform700.i,700,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.782995,3,true,322,322,173 302 327
GRASP_POP_alpha=0.050000,Uniform700.i,700,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.782995,3,true,609,609,302 173 327
GRASP_WLS_alpha=0.050000,Uniform700.i,700,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.830633,3,true,10038,201,400 68 51
GRASP_alpha=0.050000,Uniform700.i,700,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.657854,4,true,634,634,171 539 54 196
GRASP_FI_alpha=0.050000,Uniform700.i,700,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.657854,4,true,374,374,54 171 196 539
RPG_p=20,Uniform700.i,700,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.657854,4,true,977,977,196 171 54 539
GRASP_POP_alpha=0.050000,Uniform700.i,700,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.657854,4,true,829,829,196 171 54 539
GRASP_WLS_alpha=0.050000,Uniform700.i,700,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.705762,4,true,10054,7593,270 455 117 429
GRASP_alpha=0.050000,Uniform700.i,700,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.599060,5,true,10561,1031,296 528 54 200 472
GRASP_FI_alpha=0.050000,Uniform700.i,700,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.599060,5,true,10144,1389,54 200 296 528 472
RPG_p=20,Uniform700.i,700,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.599060,5,true,10432,4041,54 200 528 296 472
GRASP_POP_alpha=0.050000,Uniform700.i,700,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.599060,5,true,10850,4186,54 528 296 472 200
GRASP_WLS_alpha=0.050000,Uniform700.i,700,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.608605,5,true,10014,8687,609 507 688 660 200
GRASP_alpha=0.050000,Uniform700.i,700,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.546399,6,true,11390,6844,621 414 455 555 200 472
GRASP_FI_alpha=0.050000,Uniform700.i,700,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.546350,6,true,4242,4242,27 472 528 296 573 136
RPG_p=20,Uniform700.i,700,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.547309,6,true,12952,3680,121 600 621 259 646 593
GRASP_POP_alpha=0.050000,Uniform700.i,700,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.546350,6,true,2655,2655,296 472 528 27 573 136
GRASP_WLS_alpha=0.050000,Uniform700.i,700,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.555903,6,true,10014,3350,177 34 161 136 381 224
GRASP_alpha=0.050000,Uniform700.i,700,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.276033,20,true,44675,44675,194 576 513 204 220 500 678 482 381 480 122 347 587 146 321 63 47 616 279 661
GRASP_FI_alpha=0.050000,Uniform700.i,700,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.278330,20,true,24923,24923,46 518 33 13 47 143 177 146 204 256 274 321 347 429 566 576 587 633 665 59
RPG_p=20,Uniform700.i,700,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.277468,20,true,52453,52453,5 614 616 513 518 494 146 321 587 482 347 204 417 381 480 666 500 63 47 576
GRASP_POP_alpha=0.050000,Uniform700.i,700,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.275565,20,true,60179,60179,494 46 245 587 310 616 204 531 347 63 251 321 630 633 146 22 661 576 358 697
GRASP_WLS_alpha=0.050000,Uniform700.i,700,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.288562,20,true,10110,4603,412 68 149 607 414 137 434 494 163 47 483 390 279 376 301 37 220 310 668 653
GRASP_alpha=0.050000,Uniform700.i,700,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.243474,25,true,107662,107662,666 157 241 587 204 445 500 48 513 74 40 146 347 59 576 480 381 482 244 366 614 417 340 321 665
GRASP_FI_alpha=0.050000,Uniform700.i,700,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.243499,25,true,43157,43157,595 500 22 142 697 33 59 46 174 204 223 156 259 306 245 331 358 381 429 513 531 661 240 665 698
RPG_p=20,Uniform700.i,700,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.243729,25,true,89959,89959,79 146 366 480 513 74 429 415 481 661 392 576 587 597 616 59 665 93 539 33 442 347 122 500 321
GRASP_POP_alpha=0.050000,Uniform700.i,700,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.244596,25,true,81616,81616,597 599 576 241 347 494 310 40 587 146 630 513 330 450 74 366 381 500 482 465 240 461 252 698 586
GRASP_WLS_alpha=0.050000,Uniform700.i,700,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.253792,25,true,10852,10852,510 539 455 213 596 53 334 249 13 482 630 400 616 500 678 94 576 274 480 331 198 358 665 698 459
GRASP_alpha=0.050000,aggregation.I,788,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.673800,3,true,510,510,125 350 604
GRASP_FI_alpha=0.050000,aggregation.I,788,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.673800,3,true,658,658,125 350 604
RPG_p=20,aggregation.I,788,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.673800,3,true,270,270,350 125 604
GRASP_POP_alpha=0.050000,aggregation.I,788,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.673800,3,true,499,499,125 350 604
GRASP_WLS_alpha=0.050000,aggregation.I,788,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.703374,3,true,10026,5855,379 599 132
GRASP_alpha=0.050000,aggregation.I,788,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.535323,4,true,945,945,125 350 524 625
